Ball Handling,Footwork,Attacking,Defending,Shooting,position
95,100,80,98,6,Goal Defence
95,89,72,99,18,Goal Defence
96,83,75,94,8,Goal Defence
80,95,71,97,11,Goal Defence
84,93,78,98,1,Goal Defence
100,90,73,93,20,Goal Defence
96,89,73,92,16,Goal Defence
99,85,77,91,2,Goal Defence
89,100,70,97,10,Goal Defence
81,99,72,98,11,Goal Defence
87,100,75,96,9,Goal Defence
95,99,75,90,15,Goal Defence
84,84,71,95,13,Goal Defence
91,96,70,98,4,Goal Defence
85,81,77,98,6,Goal Defence
98,87,76,93,13,Goal Defence
88,94,78,90,18,Goal Defence
90,90,71,93,13,Goal Defence
95,82,73,100,2,Goal Defence
92,86,73,90,4,Goal Defence
94,93,79,95,1,Goal Defence
91,94,77,92,9,Goal Defence
100,98,74,97,4,Goal Defence
89,82,76,96,3,Goal Defence
100,88,70,93,20,Goal Defence
86,88,70,99,1,Goal Defence
92,99,78,91,18,Goal Defence
83,88,79,94,20,Goal Defence
92,98,75,97,10,Goal Defence
83,89,71,96,9,Goal Defence
84,83,80,90,14,Goal Defence
95,100,71,92,16,Goal Defence
99,83,71,100,6,Goal Defence
84,88,72,95,3,Goal Defence
95,90,77,90,16,Goal Defence
96,90,80,99,8,Goal Defence
99,86,74,100,15,Goal Defence
93,94,80,95,1,Goal Defence
97,89,70,90,18,Goal Defence
83,82,71,95,6,Goal Defence
84,82,76,93,17,Goal Defence
97,82,76,99,12,Goal Defence
92,84,77,90,1,Goal Defence
84,94,74,95,13,Goal Defence
80,99,75,96,17,Goal Defence
93,88,80,91,7,Goal Defence
82,98,71,98,10,Goal Defence
94,82,77,97,19,Goal Defence
82,84,70,96,15,Goal Defence
97,83,80,96,1,Goal Defence
99,88,72,93,13,Goal Defence
84,86,80,98,8,Goal Defence
98,93,74,95,3,Goal Defence
96,89,72,91,14,Goal Defence
98,89,75,92,19,Goal Defence
92,88,73,93,13,Goal Defence
98,84,78,91,14,Goal Defence
98,93,78,90,1,Goal Defence
98,97,77,99,11,Goal Defence
88,97,72,97,0,Goal Defence
96,82,80,94,20,Goal Defence
83,90,74,93,3,Goal Defence
96,87,72,94,20,Goal Defence
81,91,70,92,8,Goal Defence
81,93,73,94,1,Goal Defence
98,84,74,100,4,Goal Defence
88,91,72,91,11,Goal Defence
99,94,72,97,3,Goal Defence
91,89,74,100,10,Goal Defence
95,85,73,90,3,Goal Defence
99,81,76,92,18,Goal Defence
97,100,78,93,19,Goal Defence
95,82,75,95,2,Goal Defence
81,89,74,95,0,Goal Defence
88,84,76,98,5,Goal Defence
97,100,73,94,9,Goal Defence
84,91,75,100,0,Goal Defence
91,97,74,90,9,Goal Defence
95,86,79,98,4,Goal Defence
85,99,79,94,14,Goal Defence
87,97,76,90,8,Goal Defence
92,89,77,93,9,Goal Defence
91,95,70,91,14,Goal Defence
99,92,71,97,2,Goal Defence
85,85,70,98,17,Goal Defence
82,90,72,100,0,Goal Defence
98,88,73,92,2,Goal Defence
99,92,73,93,1,Goal Defence
87,97,77,96,7,Goal Defence
87,89,70,96,5,Goal Defence
99,88,77,92,19,Goal Defence
94,100,78,91,19,Goal Defence
92,85,77,92,12,Goal Defence
98,98,72,99,9,Goal Defence
97,84,80,99,8,Goal Defence
90,83,75,94,5,Goal Defence
97,94,80,98,14,Goal Defence
95,93,77,98,0,Goal Defence
98,86,79,100,15,Goal Defence
87,82,70,92,15,Goal Defence
100,94,72,94,14,Goal Defence
81,86,79,94,4,Goal Defence
100,93,75,97,6,Goal Defence
82,93,77,90,2,Goal Defence
99,97,80,100,7,Goal Defence
92,98,73,92,4,Goal Defence
84,86,73,96,1,Goal Defence
83,82,80,93,16,Goal Defence
91,80,78,97,9,Goal Defence
97,86,78,92,20,Goal Defence
92,80,73,92,20,Goal Defence
85,92,76,91,16,Goal Defence
90,97,70,100,15,Goal Defence
96,92,71,97,10,Goal Defence
96,85,71,99,8,Goal Defence
88,87,75,100,17,Goal Defence
89,82,70,98,11,Goal Defence
92,94,76,92,3,Goal Defence
83,92,78,95,6,Goal Defence
88,84,76,96,12,Goal Defence
93,81,80,94,11,Goal Defence
89,87,70,97,20,Goal Defence
88,100,73,95,5,Goal Defence
86,93,77,94,13,Goal Defence
93,82,70,91,20,Goal Defence
92,92,75,92,12,Goal Defence
86,100,73,97,5,Goal Defence
91,100,76,99,9,Goal Defence
80,90,75,91,14,Goal Defence
84,84,77,91,5,Goal Defence
95,100,72,98,6,Goal Defence
95,88,75,99,10,Goal Defence
92,97,72,91,7,Goal Defence
94,96,73,96,16,Goal Defence
82,91,80,97,19,Goal Defence
83,98,78,91,4,Goal Defence
98,99,77,92,11,Goal Defence
90,82,80,99,18,Goal Defence
90,95,78,95,7,Goal Defence
85,80,78,94,2,Goal Defence
95,99,75,90,18,Goal Defence
85,96,76,97,14,Goal Defence
87,94,80,94,5,Goal Defence
82,92,79,91,20,Goal Defence
84,80,71,100,8,Goal Defence
96,85,73,92,13,Goal Defence
91,84,80,95,6,Goal Defence
84,90,70,92,4,Goal Defence
81,93,77,91,7,Goal Defence
90,87,77,99,18,Goal Defence
90,89,75,100,19,Goal Defence
85,94,77,91,8,Goal Defence
85,83,73,92,9,Goal Defence
100,98,71,99,0,Goal Defence
94,90,74,100,12,Goal Defence
82,98,75,98,10,Goal Defence
80,98,71,93,2,Goal Defence
91,97,76,94,10,Goal Defence
83,84,78,96,3,Goal Defence
85,86,80,91,13,Goal Defence
98,98,71,95,0,Goal Defence
94,98,70,98,7,Goal Defence
98,86,78,92,17,Goal Defence
82,90,77,92,11,Goal Defence
92,86,78,95,11,Goal Defence
93,85,75,100,6,Goal Defence
82,83,72,100,12,Goal Defence
85,97,75,98,13,Goal Defence
89,99,70,96,8,Goal Defence
85,87,78,99,5,Goal Defence
83,91,71,96,10,Goal Defence
88,99,72,93,9,Goal Defence
92,98,77,92,7,Goal Defence
86,95,71,94,19,Goal Defence
98,94,73,96,16,Goal Defence
86,94,74,98,15,Goal Defence
94,92,72,93,2,Goal Defence
80,97,72,91,18,Goal Defence
88,83,71,96,20,Goal Defence
99,83,75,97,2,Goal Defence
87,83,73,96,7,Goal Defence
93,96,76,95,7,Goal Defence
100,93,77,100,11,Goal Defence
95,83,70,92,11,Goal Defence
94,81,73,93,10,Goal Defence
98,95,72,90,4,Goal Defence
80,96,70,91,19,Goal Defence
89,90,75,95,11,Goal Defence
85,86,78,100,3,Goal Defence
86,87,79,97,13,Goal Defence
100,98,80,98,18,Goal Defence
91,96,73,91,6,Goal Defence
91,86,70,91,10,Goal Defence
97,91,78,96,0,Goal Defence
92,82,71,96,17,Goal Defence
83,82,79,92,11,Goal Defence
96,84,76,100,7,Goal Defence
93,80,80,100,16,Goal Defence
95,85,70,97,6,Goal Defence
99,82,74,94,7,Goal Defence
98,90,78,93,0,Goal Defence
95,97,71,97,3,Goal Defence
93,100,72,98,0,Goal Defence
82,85,79,95,4,Goal Defence
96,87,73,94,19,Goal Defence
94,92,76,94,7,Goal Defence
87,80,73,92,9,Goal Defence
95,89,77,99,7,Goal Defence
98,82,76,91,2,Goal Defence
92,80,79,100,0,Goal Defence
88,96,73,90,11,Goal Defence
99,100,71,90,17,Goal Defence
97,86,72,98,6,Goal Defence
93,94,76,92,8,Goal Defence
87,95,80,100,14,Goal Defence
90,92,77,96,1,Goal Defence
93,80,71,99,10,Goal Defence
84,94,71,95,1,Goal Defence
83,83,78,95,7,Goal Defence
100,97,80,95,1,Goal Defence
93,92,72,93,11,Goal Defence
94,94,72,95,7,Goal Defence
80,83,77,99,7,Goal Defence
90,81,76,96,18,Goal Defence
98,89,72,96,11,Goal Defence
99,82,80,98,0,Goal Defence
96,90,77,96,20,Goal Defence
88,95,70,94,1,Goal Defence
85,87,76,100,1,Goal Defence
82,94,71,93,8,Goal Defence
94,87,74,93,12,Goal Defence
80,80,79,92,4,Goal Defence
88,95,71,91,2,Goal Defence
92,100,80,94,15,Goal Defence
93,91,80,94,20,Goal Defence
81,88,72,99,3,Goal Defence
97,88,72,94,2,Goal Defence
90,86,74,96,4,Goal Defence
83,92,73,100,19,Goal Defence
85,83,70,98,0,Goal Defence
99,86,72,94,8,Goal Defence
87,83,73,93,11,Goal Defence
87,88,74,99,17,Goal Defence
98,98,77,95,0,Goal Defence
82,97,76,99,3,Goal Defence
82,84,76,99,19,Goal Defence
86,96,70,99,13,Goal Defence
90,99,72,95,20,Goal Defence
93,82,77,94,10,Goal Defence
100,89,78,100,4,Goal Defence
89,81,72,90,13,Goal Defence
81,99,73,99,13,Goal Defence
82,100,77,93,4,Goal Defence
94,86,78,96,6,Goal Defence
97,90,76,95,4,Goal Defence
94,86,78,95,7,Goal Defence
91,90,80,90,18,Goal Defence
86,81,78,94,7,Goal Defence
93,100,72,90,16,Goal Defence
80,89,74,94,2,Goal Defence
99,86,72,96,10,Goal Defence
85,93,71,99,17,Goal Defence
81,87,75,100,19,Goal Defence
81,80,70,100,9,Goal Defence
85,89,72,90,18,Goal Defence
87,86,70,100,12,Goal Defence
93,81,71,94,14,Goal Defence
93,91,80,94,20,Goal Defence
95,89,80,91,2,Goal Defence
80,86,74,96,3,Goal Defence
92,81,72,94,10,Goal Defence
87,96,79,96,1,Goal Defence
94,85,74,94,2,Goal Defence
80,83,70,90,8,Goal Defence
94,85,79,91,16,Goal Defence
83,95,72,100,4,Goal Defence
98,94,72,95,12,Goal Defence
83,80,80,94,4,Goal Defence
81,97,73,96,11,Goal Defence
84,91,77,93,8,Goal Defence
85,81,75,94,11,Goal Defence
82,96,74,95,16,Goal Defence
97,90,74,99,2,Goal Defence
100,91,70,90,9,Goal Defence
91,100,75,90,12,Goal Defence
100,93,78,95,5,Goal Defence
97,87,77,97,0,Goal Defence
89,82,77,93,15,Goal Defence
87,85,71,95,0,Goal Defence
87,89,70,92,11,Goal Defence
81,90,70,90,9,Goal Defence
83,98,76,92,18,Goal Defence
97,83,78,95,6,Goal Defence
94,83,72,93,8,Goal Defence
95,99,76,99,5,Goal Defence
81,85,73,92,10,Goal Defence
96,84,80,92,16,Goal Defence
82,89,77,92,7,Goal Defence
97,85,70,91,0,Goal Defence
89,97,74,91,1,Goal Defence
84,92,74,99,0,Goal Defence
88,98,76,94,5,Goal Defence
96,96,77,93,0,Goal Defence
95,88,79,98,3,Goal Defence
100,99,76,90,5,Goal Defence
82,80,72,96,14,Goal Defence
81,90,70,91,6,Goal Defence
93,88,72,90,15,Goal Defence
85,93,78,99,2,Goal Defence
99,83,73,92,11,Goal Defence
94,87,79,91,16,Goal Defence
97,86,80,94,19,Goal Defence
100,93,72,96,5,Goal Defence
97,84,79,92,14,Goal Defence
91,98,70,96,11,Goal Defence
92,86,80,92,9,Goal Defence
97,90,80,97,19,Goal Defence
98,97,73,91,12,Goal Defence
97,93,75,90,2,Goal Defence
90,81,77,99,10,Goal Defence
88,87,77,92,15,Goal Defence
98,83,74,95,5,Goal Defence
91,92,75,100,4,Goal Defence
83,90,80,95,9,Goal Defence
85,98,75,93,16,Goal Defence
86,89,71,100,1,Goal Defence
86,93,77,95,17,Goal Defence
93,91,78,98,19,Goal Defence
82,82,73,92,14,Goal Defence
93,98,78,94,6,Goal Defence
96,93,72,100,0,Goal Defence
88,99,77,99,15,Goal Defence
86,92,73,95,15,Goal Defence
85,87,75,91,19,Goal Defence
95,91,75,95,2,Goal Defence
84,91,70,91,15,Goal Defence
81,100,70,93,15,Goal Defence
89,92,70,95,3,Goal Defence
89,82,77,93,18,Goal Defence
83,80,72,100,15,Goal Defence
80,86,73,92,4,Goal Defence
93,94,74,92,1,Goal Defence
81,86,73,99,16,Goal Defence
94,94,75,96,3,Goal Defence
81,85,70,94,7,Goal Defence
93,93,74,92,5,Goal Defence
87,83,78,97,6,Goal Defence
98,88,78,93,3,Goal Defence
92,98,71,100,20,Goal Defence
93,97,79,96,12,Goal Defence
88,92,70,91,19,Goal Defence
88,92,71,92,18,Goal Defence
98,96,73,92,5,Goal Defence
83,100,77,96,13,Goal Defence
100,100,79,92,15,Goal Defence
95,100,74,91,4,Goal Defence
89,89,74,93,13,Goal Defence
92,87,76,91,8,Goal Defence
90,97,71,92,5,Goal Defence
80,86,72,90,2,Goal Defence
88,89,74,100,17,Goal Defence
85,88,76,92,7,Goal Defence
92,87,79,100,6,Goal Defence
100,83,70,91,12,Goal Defence
97,90,72,100,17,Goal Defence
89,97,78,96,14,Goal Defence
91,95,70,91,5,Goal Defence
90,84,73,93,14,Goal Defence
94,90,74,99,12,Goal Defence
95,90,74,90,5,Goal Defence
100,99,73,98,3,Goal Defence
88,87,71,93,2,Goal Defence
94,100,70,93,20,Goal Defence
85,85,78,91,0,Goal Defence
88,82,76,90,14,Goal Defence
98,83,80,94,5,Goal Defence
85,94,74,99,14,Goal Defence
85,85,72,90,20,Goal Defence
98,98,71,98,1,Goal Defence
88,92,76,100,4,Goal Defence
96,100,78,99,17,Goal Defence
88,87,78,92,0,Goal Defence
93,80,73,96,19,Goal Defence
82,93,76,94,16,Goal Defence
94,92,79,94,10,Goal Defence
90,100,77,91,19,Goal Defence
84,90,75,91,5,Goal Defence
86,95,80,90,14,Goal Defence
86,82,80,95,18,Goal Defence
80,80,73,97,8,Goal Defence
96,90,80,99,12,Goal Defence
87,92,76,99,14,Goal Defence
85,85,80,90,15,Goal Defence
89,96,72,98,2,Goal Defence
84,95,75,95,9,Goal Defence
100,93,72,91,15,Goal Defence
81,88,79,95,6,Goal Defence
80,89,72,97,10,Goal Defence
97,86,70,90,12,Goal Defence
81,91,79,95,7,Goal Defence
92,89,73,98,11,Goal Defence
83,93,71,90,8,Goal Defence
90,95,73,90,6,Goal Defence
97,85,78,99,5,Goal Defence
94,99,71,97,5,Goal Defence
98,96,73,96,19,Goal Defence
87,91,71,95,11,Goal Defence
80,95,76,91,15,Goal Defence
98,99,77,92,7,Goal Defence
99,82,72,92,1,Goal Defence
86,87,74,90,16,Goal Defence
99,80,71,98,20,Goal Defence
94,97,79,97,4,Goal Defence
88,84,77,97,11,Goal Defence
87,95,76,95,12,Goal Defence
99,87,76,99,20,Goal Defence
95,88,80,99,2,Goal Defence
89,83,73,98,11,Goal Defence
84,97,77,95,7,Goal Defence
99,87,71,91,1,Goal Defence
82,91,77,100,19,Goal Defence
100,94,78,94,1,Goal Defence
85,85,80,93,14,Goal Defence
96,89,72,99,19,Goal Defence
88,83,71,95,2,Goal Defence
94,100,77,99,0,Goal Defence
89,93,71,97,8,Goal Defence
85,96,74,98,15,Goal Defence
93,88,77,93,16,Goal Defence
93,90,77,100,14,Goal Defence
80,91,73,99,14,Goal Defence
88,97,80,99,8,Goal Defence
94,84,73,97,6,Goal Defence
82,85,73,98,16,Goal Defence
94,82,76,92,12,Goal Defence
80,85,72,90,1,Goal Defence
84,85,77,92,19,Goal Defence
83,92,75,94,2,Goal Defence
93,91,72,99,18,Goal Defence
81,96,80,94,0,Goal Defence
100,91,71,95,13,Goal Defence
91,89,79,93,20,Goal Defence
89,90,78,100,0,Goal Defence
86,86,77,91,7,Goal Defence
98,82,76,94,14,Goal Defence
93,94,76,93,5,Goal Defence
95,97,80,96,18,Goal Defence
86,100,78,98,17,Goal Defence
86,94,77,94,14,Goal Defence
90,93,78,90,10,Goal Defence
86,96,70,95,1,Goal Defence
86,100,71,98,19,Goal Defence
81,83,70,95,14,Goal Defence
80,80,79,94,17,Goal Defence
91,81,72,100,6,Goal Defence
88,100,71,97,4,Goal Defence
94,80,80,96,9,Goal Defence
98,82,71,97,17,Goal Defence
89,82,77,93,20,Goal Defence
89,91,71,94,18,Goal Defence
89,86,75,96,6,Goal Defence
84,81,78,93,9,Goal Defence
85,96,70,94,6,Goal Defence
93,82,78,98,20,Goal Defence
87,83,70,93,10,Goal Defence
84,84,74,90,0,Goal Defence
90,100,78,100,12,Goal Defence
80,81,74,94,7,Goal Defence
92,84,77,90,9,Goal Defence
89,91,70,94,11,Goal Defence
100,93,72,100,17,Goal Defence
92,88,74,93,16,Goal Defence
89,100,76,94,12,Goal Defence
85,94,72,91,0,Goal Defence
93,96,70,90,5,Goal Defence
82,95,74,94,2,Goal Defence
100,95,71,96,19,Goal Defence
95,82,71,98,10,Goal Defence
87,84,76,94,20,Goal Defence
99,98,80,98,1,Goal Defence
88,95,78,100,2,Goal Defence
90,96,80,94,18,Goal Defence
100,100,77,97,15,Goal Defence
84,100,74,99,20,Goal Defence
93,94,80,92,1,Goal Defence
81,82,74,98,9,Goal Defence
93,82,76,95,13,Goal Defence
86,93,79,94,10,Goal Defence
84,85,78,98,0,Goal Defence
91,97,72,94,7,Goal Defence
82,84,70,97,17,Goal Defence
100,84,77,100,1,Goal Defence
97,92,80,98,10,Goal Defence
93,87,72,99,7,Goal Defence
85,88,76,97,19,Goal Defence
92,100,77,93,15,Goal Defence
100,93,74,91,15,Goal Defence
95,86,79,98,1,Goal Defence
81,90,71,97,18,Goal Defence
99,86,79,96,15,Goal Defence
91,94,76,92,19,Goal Defence
81,94,70,94,20,Goal Defence
87,89,72,92,0,Goal Defence
86,84,79,93,3,Goal Defence
90,91,71,99,1,Goal Defence
89,81,76,95,15,Goal Defence
93,95,71,92,4,Goal Defence
85,80,74,96,0,Goal Defence
100,81,78,92,8,Goal Defence
94,94,78,99,5,Goal Defence
82,92,71,96,1,Goal Defence
100,99,80,93,17,Goal Defence
94,97,80,97,6,Goal Defence
100,90,79,92,0,Goal Defence
100,99,74,94,16,Goal Defence
94,95,79,96,12,Goal Defence
81,90,76,99,13,Goal Defence
98,86,78,95,16,Goal Defence
89,88,76,95,20,Goal Defence
91,90,75,100,20,Goal Defence
90,99,80,90,4,Goal Defence
99,90,73,99,17,Goal Defence
97,82,72,91,0,Goal Defence
93,94,79,90,2,Goal Defence
93,97,80,93,11,Goal Defence
90,98,79,97,8,Goal Defence
96,88,79,92,7,Goal Defence
80,88,71,93,8,Goal Defence
90,86,72,99,5,Goal Defence
80,90,77,95,14,Goal Defence
97,100,70,97,1,Goal Defence
80,87,80,95,6,Goal Defence
100,98,73,100,15,Goal Defence
100,100,76,95,19,Goal Defence
90,92,76,90,5,Goal Defence
92,95,71,100,18,Goal Defence
80,83,75,97,8,Goal Defence
94,89,73,94,9,Goal Defence
82,97,76,99,15,Goal Defence
80,89,73,92,2,Goal Defence
90,83,70,94,8,Goal Defence
84,98,70,94,6,Goal Defence
91,95,70,99,3,Goal Defence
87,92,73,91,14,Goal Defence
99,90,72,92,1,Goal Defence
99,93,80,90,12,Goal Defence
86,82,76,94,2,Goal Defence
93,98,70,99,17,Goal Defence
89,86,78,96,14,Goal Defence
84,91,70,97,11,Goal Defence
99,90,75,90,1,Goal Defence
88,94,70,98,9,Goal Defence
82,80,75,92,3,Goal Defence
91,96,73,93,8,Goal Defence
99,82,73,92,1,Goal Defence
95,82,76,93,8,Goal Defence
80,80,79,92,20,Goal Defence
99,81,70,98,2,Goal Defence
88,95,80,93,17,Goal Defence
91,92,75,96,9,Goal Defence
97,84,74,92,5,Goal Defence
90,87,78,92,12,Goal Defence
83,91,72,96,17,Goal Defence
99,82,71,93,0,Goal Defence
94,83,80,100,2,Goal Defence
90,97,79,93,12,Goal Defence
93,86,79,92,15,Goal Defence
80,95,79,94,20,Goal Defence
88,97,72,96,0,Goal Defence
86,97,70,92,8,Goal Defence
99,95,72,100,5,Goal Defence
100,88,72,90,19,Goal Defence
81,89,70,96,20,Goal Defence
91,88,79,96,17,Goal Defence
100,94,70,96,6,Goal Defence
100,87,77,90,17,Goal Defence
99,81,71,95,9,Goal Defence
82,90,74,97,0,Goal Defence
82,95,74,93,14,Goal Defence
86,96,73,91,2,Goal Defence
92,84,71,97,16,Goal Defence
84,81,78,95,9,Goal Defence
95,88,78,94,20,Goal Defence
83,85,71,92,0,Goal Defence
96,99,77,97,17,Goal Defence
83,95,80,95,0,Goal Defence
81,99,80,97,15,Goal Defence
84,89,70,99,20,Goal Defence
80,98,79,90,8,Goal Defence
87,98,79,93,8,Goal Defence
81,97,71,99,1,Goal Defence
80,88,77,92,13,Goal Defence
80,99,74,94,11,Goal Defence
86,92,73,98,1,Goal Defence
100,93,76,96,15,Goal Defence
89,99,75,94,7,Goal Defence
100,89,75,93,20,Goal Defence
91,90,72,91,9,Goal Defence
93,96,74,99,15,Goal Defence
80,83,75,93,16,Goal Defence
97,98,70,100,11,Goal Defence
87,87,71,98,0,Goal Defence
90,99,80,92,10,Goal Defence
97,88,74,100,6,Goal Defence
88,86,74,92,9,Goal Defence
92,95,79,90,2,Goal Defence
97,89,77,95,15,Goal Defence
97,90,70,91,14,Goal Defence
91,97,75,93,10,Goal Defence
95,92,78,91,2,Goal Defence
98,93,75,94,4,Goal Defence
96,81,74,96,0,Goal Defence
85,85,72,99,13,Goal Defence
96,90,76,95,4,Goal Defence
89,92,80,97,8,Goal Defence
85,81,75,98,14,Goal Defence
86,83,72,98,18,Goal Defence
98,94,79,98,17,Goal Defence
100,88,76,95,4,Goal Defence
82,87,80,98,13,Goal Defence
87,99,76,93,7,Goal Defence
98,89,70,99,7,Goal Defence
98,82,73,94,16,Goal Defence
94,90,77,93,15,Goal Defence
94,96,73,94,9,Goal Defence
99,98,77,90,1,Goal Defence
82,80,71,99,6,Goal Defence
96,89,80,96,15,Goal Defence
84,87,78,90,19,Goal Defence
86,95,74,99,0,Goal Defence
85,99,80,96,18,Goal Defence
92,80,79,92,18,Goal Defence
98,80,74,90,20,Goal Defence
94,90,74,98,1,Goal Defence
84,82,79,99,3,Goal Defence
93,97,74,91,6,Goal Defence
90,97,70,95,14,Goal Defence
84,90,75,96,6,Goal Defence
99,84,80,99,13,Goal Defence
88,89,71,99,4,Goal Defence
81,84,79,98,11,Goal Defence
91,89,79,95,7,Goal Defence
88,83,77,96,6,Goal Defence
96,86,72,98,11,Goal Defence
88,99,72,93,20,Goal Defence
89,95,71,98,6,Goal Defence
90,84,77,99,9,Goal Defence
92,89,72,100,18,Goal Defence
87,83,71,93,17,Goal Defence
100,97,77,91,0,Goal Defence
85,81,73,100,14,Goal Defence
99,86,74,95,11,Goal Defence
100,87,77,99,13,Goal Defence
86,95,80,96,1,Goal Defence
80,99,76,90,9,Goal Defence
88,95,73,96,14,Goal Defence
91,93,71,98,12,Goal Defence
88,81,72,92,20,Goal Defence
96,99,75,95,10,Goal Defence
88,93,71,99,3,Goal Defence
90,92,80,96,11,Goal Defence
81,80,76,96,7,Goal Defence
93,97,75,94,16,Goal Defence
85,83,72,92,3,Goal Defence
97,87,80,90,2,Goal Defence
99,80,73,90,13,Goal Defence
91,86,70,96,16,Goal Defence
89,94,79,96,13,Goal Defence
95,93,80,94,14,Goal Defence
93,87,79,92,3,Goal Defence
94,80,74,100,3,Goal Defence
90,81,76,91,5,Goal Defence
96,100,72,100,15,Goal Defence
86,100,72,91,14,Goal Defence
91,82,78,98,13,Goal Defence
84,99,72,92,8,Goal Defence
89,86,73,91,7,Goal Defence
95,90,78,100,10,Goal Defence
82,90,70,97,10,Goal Defence
99,84,72,92,2,Goal Defence
80,95,71,95,5,Goal Defence
99,96,73,90,11,Goal Defence
97,84,80,99,13,Goal Defence
91,93,76,93,15,Goal Defence
92,98,78,96,13,Goal Defence
92,100,73,96,6,Goal Defence
86,95,73,95,14,Goal Defence
84,84,73,93,18,Goal Defence
82,84,74,91,6,Goal Defence
86,99,77,91,11,Goal Defence
90,88,79,92,20,Goal Defence
83,82,71,92,15,Goal Defence
98,83,71,99,14,Goal Defence
100,81,80,94,12,Goal Defence
88,100,79,96,4,Goal Defence
82,99,73,92,16,Goal Defence
90,92,78,99,1,Goal Defence
94,80,77,95,9,Goal Defence
85,97,71,90,15,Goal Defence
87,93,76,95,17,Goal Defence
88,86,80,95,9,Goal Defence
84,92,70,95,10,Goal Defence
88,95,71,97,6,Goal Defence
82,84,77,98,13,Goal Defence
95,93,74,94,11,Goal Defence
84,90,70,93,11,Goal Defence
91,94,78,90,20,Goal Defence
96,96,78,97,14,Goal Defence
83,84,76,97,20,Goal Defence
88,98,71,96,3,Goal Defence
96,86,80,92,6,Goal Defence
84,92,74,99,8,Goal Defence
93,85,70,96,0,Goal Defence
98,96,78,97,2,Goal Defence
92,83,71,98,18,Goal Defence
84,96,74,100,13,Goal Defence
100,83,77,92,9,Goal Defence
89,98,74,97,8,Goal Defence
91,87,73,100,3,Goal Defence
92,80,71,98,1,Goal Defence
84,99,73,100,1,Goal Defence
92,93,76,91,20,Goal Defence
90,98,71,100,6,Goal Defence
84,80,75,93,0,Goal Defence
95,85,70,93,5,Goal Defence
84,85,80,97,8,Goal Defence
80,86,74,92,0,Goal Defence
88,100,79,97,3,Goal Defence
90,99,80,91,1,Goal Defence
91,86,70,92,17,Goal Defence
90,92,80,95,18,Goal Defence
81,80,74,92,11,Goal Defence
90,97,79,99,1,Goal Defence
90,84,78,100,16,Goal Defence
93,81,80,92,2,Goal Defence
85,92,72,96,20,Goal Defence
96,89,74,90,12,Goal Defence
84,92,71,95,3,Goal Defence
80,96,71,91,3,Goal Defence
100,85,78,100,2,Goal Defence
95,92,74,90,17,Goal Defence
96,95,75,90,11,Goal Defence
83,92,73,99,6,Goal Defence
96,91,79,100,19,Goal Defence
89,100,75,91,3,Goal Defence
92,94,76,96,5,Goal Defence
88,92,75,92,2,Goal Defence
89,80,77,92,14,Goal Defence
80,99,75,97,19,Goal Defence
85,86,80,98,18,Goal Defence
100,92,78,95,13,Goal Defence
94,84,75,96,19,Goal Defence
97,90,71,95,14,Goal Defence
82,100,74,93,9,Goal Defence
100,97,79,98,20,Goal Defence
93,95,73,94,6,Goal Defence
88,81,75,93,4,Goal Defence
93,98,72,99,12,Goal Defence
99,92,74,92,5,Goal Defence
100,87,78,97,0,Goal Defence
83,92,78,100,20,Goal Defence
81,97,73,93,3,Goal Defence
95,88,75,99,11,Goal Defence
90,87,75,92,13,Goal Defence
89,85,75,91,9,Goal Defence
84,90,75,92,14,Goal Defence
96,97,77,97,3,Goal Defence
98,100,76,92,10,Goal Defence
85,89,74,99,5,Goal Defence
83,97,77,96,5,Goal Defence
97,94,77,96,19,Goal Defence
85,99,76,94,11,Goal Defence
94,98,80,95,17,Goal Defence
83,90,76,99,17,Goal Defence
88,91,76,93,20,Goal Defence
90,96,70,94,18,Goal Defence
96,93,74,93,3,Goal Defence
92,97,76,91,5,Goal Defence
86,97,79,97,0,Goal Defence
90,90,74,96,20,Goal Defence
97,90,76,93,9,Goal Defence
88,97,70,95,12,Goal Defence
87,98,74,92,0,Goal Defence
92,80,75,94,12,Goal Defence
94,83,76,91,16,Goal Defence
91,88,74,90,12,Goal Defence
87,86,70,96,18,Goal Defence
99,91,70,100,6,Goal Defence
85,86,70,100,0,Goal Defence
95,81,73,90,13,Goal Defence
90,87,74,92,5,Goal Defence
96,85,70,99,9,Goal Defence
89,82,71,93,15,Goal Defence
81,86,70,94,6,Goal Defence
93,99,70,90,15,Goal Defence
90,94,73,90,2,Goal Defence
92,82,78,98,18,Goal Defence
100,99,72,95,2,Goal Defence
85,100,73,94,12,Goal Defence
94,88,71,95,9,Goal Defence
86,81,74,92,16,Goal Defence
91,80,74,95,9,Goal Defence
91,85,71,94,14,Goal Defence
88,92,77,94,19,Goal Defence
83,83,80,99,10,Goal Defence
88,84,78,99,15,Goal Defence
97,84,77,93,17,Goal Defence
81,87,73,97,11,Goal Defence
88,99,77,90,20,Goal Defence
80,100,70,93,10,Goal Defence
88,85,71,94,7,Goal Defence
81,100,79,94,4,Goal Defence
81,99,78,99,17,Goal Defence
94,98,78,90,6,Goal Defence
